"fatal","lowdem","terr500k10yr","interaction4","defense","caprat","contig","pnbdem_low","peaceyears","spline1","spline2","spline3"
1,-7,9,-63,1,0.326839834451675,1,0.200000002980232,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
1,-2,0,0,0,0.245733797550201,1,0.142857134342194,20,-5926.05419921875,-7177.37841796875,-6443.2431640625
1,-7,0,0,0,0.120164856314659,0,0.400000005960464,75,-102868.75,-202931.3125,-280461.40625
1,-9,0,0,0,0.0717417299747467,1,0,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
1,0,10,0,0,0.147673144936562,1,0.25,29,-14073.33984375,-20884.18359375,-19643.033203125
1,0,10,0,0,0.11739594489336,1,0.125,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-7,0,0,0,0.70474636554718,1,0.222222194075584,19,-5231.39453125,-6154.56201171875,-5524.27587890625
1,-7,5,-35,0,0.00858516711741686,0,0.222222223877907,78,-111030.84375,-220435.21875,-308118.75
1,-9,10,-90,0,0.604063153266907,1,0.25,5,-119.594596862793,-112.162162780762,-100.675674438477
1,-10,10,-100,0,0.118476152420044,1,0.222222194075584,4,-61.2324333190918,-57.4270286560059,-51.5459442138672
1,-7,0,0,0,0.100773923099041,1,0,4,-61.2324333190918,-57.4270286560059,-51.5459442138672
1,-9,0,0,0,0.70345675945282,0,0,19,-5231.39453125,-6154.56201171875,-5524.27587890625
1,-9,10,-90,0,0.554575860500336,1,0.25,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-8,10,-80,0,0.0252672825008631,0,0.25,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
1,-10,10,-100,0,0.824310719966888,0,0.117647059261799,25,-10036.32421875,-13804.2705078125,-12584.458984375
1,-7,0,0,0,0.103403426706791,1,0,0,0,0,0
1,0,10,0,0,0.132185786962509,1,0.25,3,-25.8324317932129,-24.2270278930664,-21.7459468841553
1,-9,8,-72,0,0.634632229804993,1,0.25,0,0,0,0
1,-9,10,-90,0,0.458745837211609,1,0.25,3,-25.8324317932129,-24.2270278930664,-21.7459468841553
1,-9,0,0,0,0.158787876367569,1,0.125,2,-7.65405416488647,-7.17837858200073,-6.4432430267334
